".id","FillerGo.RT","Go.RT","FillerGo.PE","FillerNoGo.PE","Go.PE","NoGo.PE","FillerGo.PC","FillerNoGo.PC","Go.PC","NoGo.PC","goRT_rm","PE_rm"
"103060457",449.888888888889,440.597222222222,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"114222846",459.111111111111,445.263888888889,0,0.0555555555555556,0,0.0694444444444444,1,0.944444444444444,1,0.930555555555556,"0","0"
"117539609",494.083333333333,508.333333333333,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"119643659",538.371428571429,534.402777777778,0.0277777777777778,0.0833333333333333,0,0.0694444444444444,0.972222222222222,0.916666666666667,1,0.930555555555556,"0","0"
"123983231",584.361111111111,595.12676056338,0,0.0277777777777778,0.0138888888888889,0.0138888888888889,1,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"131308042",392.166666666667,391.722222222222,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"132604784",568.514285714286,640.30985915493,0.0277777777777778,0.0555555555555556,0.0138888888888889,0.0138888888888889,0.972222222222222,0.944444444444444,0.986111111111111,0.986111111111111,"0","0"
"133858743",571.472222222222,577.098591549296,0,0,0.0138888888888889,0.0277777777777778,1,1,0.986111111111111,0.972222222222222,"0","0"
"136687546",709,674.277777777778,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"149381291",367.694444444444,371.5,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"149576779",438.444444444444,429.323943661972,0,0.0277777777777778,0.0138888888888889,0.0277777777777778,1,0.972222222222222,0.986111111111111,0.972222222222222,"0","0"
"155873958",579.361111111111,613.5,0,0.0833333333333333,0,0.0416666666666667,1,0.916666666666667,1,0.958333333333333,"0","0"
"160043283",393.027777777778,407.3,0,0.0277777777777778,0.0277777777777778,0.0138888888888889,1,0.972222222222222,0.972222222222222,0.986111111111111,"0","0"
"162945606",532.888888888889,504.958333333333,0,0.0833333333333333,0,0.0555555555555556,1,0.916666666666667,1,0.944444444444444,"0","0"
"18578989",521.25,518.430555555556,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"190661087",392.027777777778,390.760563380282,0,0,0.0138888888888889,0,1,1,0.986111111111111,1,"0","0"
"193808848",535.171428571429,476.676056338028,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.0138888888888889,0.972222222222222,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"194153498",472.527777777778,465.208333333333,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"19542589",710.25,637.450704225352,0,0.0277777777777778,0.0138888888888889,0.0694444444444444,1,0.972222222222222,0.986111111111111,0.930555555555556,"0","0"
"197796674",682.194444444444,655.281690140845,0,0,0.0138888888888889,0,1,1,0.986111111111111,1,"0","0"
"209134414",508.111111111111,513.3,0,0.111111111111111,0.0277777777777778,0.0138888888888889,1,0.888888888888889,0.972222222222222,0.986111111111111,"0","0"
"209242195",493.416666666667,491.845070422535,0,0.111111111111111,0.0138888888888889,0.0277777777777778,1,0.888888888888889,0.986111111111111,0.972222222222222,"0","0"
"219513433",565.916666666667,556.194444444444,0,0,0,0,1,1,1,1,"0","0"
"231332048",500.527777777778,469.972222222222,0,0.0833333333333333,0,0.0277777777777778,1,0.916666666666667,1,0.972222222222222,"0","0"
"239671458",568.314285714286,548.1,0.0277777777777778,0.0555555555555556,0.0277777777777778,0.0138888888888889,0.972222222222222,0.944444444444444,0.972222222222222,0.986111111111111,"0","0"
"260781576",531.972222222222,515.458333333333,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"264515770",659.911764705882,620.485294117647,0.0555555555555556,0,0.0555555555555556,0.0138888888888889,0.944444444444444,1,0.944444444444444,0.986111111111111,"0","0"
"265335157",483.371428571429,465.887323943662,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.111111111111111,0.972222222222222,0.972222222222222,0.986111111111111,0.888888888888889,"0","0"
"267950350",505.857142857143,491.112676056338,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.0138888888888889,0.972222222222222,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"273401356",468.138888888889,450.333333333333,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"273550662",493,472.444444444444,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"285514818",450.2,441.708333333333,0.0277777777777778,0.0555555555555556,0,0.0555555555555556,0.972222222222222,0.944444444444444,1,0.944444444444444,"0","0"
"29646738",548.416666666667,486.472222222222,0,0.0833333333333333,0,0,1,0.916666666666667,1,1,"0","0"
"296767285",429.694444444444,417.708333333333,0,0.0555555555555556,0,0,1,0.944444444444444,1,1,"0","0"
"300152087",427.305555555556,401.845070422535,0,0.0555555555555556,0.0138888888888889,0,1,0.944444444444444,0.986111111111111,1,"0","0"
"308023524",529.472222222222,526.791666666667,0,0,0,0,1,1,1,1,"0","0"
"310026331",629.5,635.830985915493,0,0,0.0138888888888889,0,1,1,0.986111111111111,1,"0","0"
"318095401",420.583333333333,413.458333333333,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"318642411",395.972222222222,397.5,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"32443503",602.416666666667,577.791666666667,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"330258395",528.611111111111,512.583333333333,0,0.0555555555555556,0,0,1,0.944444444444444,1,1,"0","0"
"337086499",612.027777777778,601.929577464789,0,0.0277777777777778,0.0138888888888889,0,1,0.972222222222222,0.986111111111111,1,"0","0"
"3396577",608.916666666667,590.347222222222,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"339903871",468.333333333333,427.887323943662,0,0.0555555555555556,0.0138888888888889,0.0416666666666667,1,0.944444444444444,0.986111111111111,0.958333333333333,"0","0"
"355787998",639.805555555556,629,0,0.0277777777777778,0,0.0555555555555556,1,0.972222222222222,1,0.944444444444444,"0","0"
"364159032",463.888888888889,445.577464788732,0,0.0833333333333333,0.0138888888888889,0.0277777777777778,1,0.916666666666667,0.986111111111111,0.972222222222222,"0","0"
"371106669",423.444444444444,415.819444444444,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"371613056",489.114285714286,460.625,0.0277777777777778,0.0277777777777778,0,0.0138888888888889,0.972222222222222,0.972222222222222,1,0.986111111111111,"0","0"
"376859325",504.083333333333,511.569444444444,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"385788325",456.25,476.888888888889,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"387712268",556.25,532.236111111111,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"391300338",553.861111111111,583.097222222222,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"392516957",531.75,502.666666666667,0,0,0,0,1,1,1,1,"0","0"
"406582561",570.416666666667,574.416666666667,0,0.0555555555555556,0,0.0416666666666667,1,0.944444444444444,1,0.958333333333333,"0","0"
"409714317",483.222222222222,434.9,0,0.0277777777777778,0.0277777777777778,0.0694444444444444,1,0.972222222222222,0.972222222222222,0.930555555555556,"0","0"
"410712011",506.888888888889,495.305555555556,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"412896337",662.777777777778,607.916666666667,0,0.166666666666667,0,0.0416666666666667,1,0.833333333333333,1,0.958333333333333,"0","0"
"415133794",435.5,422.888888888889,0,0.0277777777777778,0,0.0416666666666667,1,0.972222222222222,1,0.958333333333333,"0","0"
"427549586",425.4,438.166666666667,0.0277777777777778,0.111111111111111,0,0.0416666666666667,0.972222222222222,0.888888888888889,1,0.958333333333333,"0","0"
"437338224",441.111111111111,456.875,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"451279190",545.777777777778,543.611111111111,0,0,0,0,1,1,1,1,"0","0"
"455586095",482.944444444444,461.680555555556,0,0.0555555555555556,0,0.0416666666666667,1,0.944444444444444,1,0.958333333333333,"0","0"
"457464879",391.722222222222,391.513888888889,0,0,0,0,1,1,1,1,"0","0"
"470240193",665.805555555556,644.263888888889,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"472137756",459.166666666667,439.333333333333,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"477575605",486.916666666667,504.887323943662,0,0,0.0138888888888889,0.0138888888888889,1,1,0.986111111111111,0.986111111111111,"0","0"
"48046731",606.138888888889,595.291666666667,0,0,0,0,1,1,1,1,"0","0"
"481148291",487.342857142857,498.140845070423,0.0277777777777778,0,0.0138888888888889,0,0.972222222222222,1,0.986111111111111,1,"0","0"
"488296594",612.944444444444,583.055555555556,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"489074407",605.571428571429,573.394366197183,0.0277777777777778,0.0555555555555556,0.0138888888888889,0,0.972222222222222,0.944444444444444,0.986111111111111,1,"0","0"
"492541067",460.972222222222,490.194444444444,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"496063152",531.5,529.027777777778,0,0,0,0,1,1,1,1,"0","0"
"498111995",472.75,466.75,0,0.0555555555555556,0,0.0833333333333333,1,0.944444444444444,1,0.916666666666667,"0","0"
"502726958",418.75,434.472222222222,0,0,0,0,1,1,1,1,"0","0"
"505736001",445.5,457.402777777778,0,0.0555555555555556,0,0,1,0.944444444444444,1,1,"0","0"
"508199875",632.083333333333,560.291666666667,0,0,0,0.0416666666666667,1,1,1,0.958333333333333,"0","0"
"5147937",535.527777777778,552.194444444444,0,0,0,0.0833333333333333,1,1,1,0.916666666666667,"0","0"
"515800984",600.111111111111,565.361111111111,0,0.0277777777777778,0,0.0555555555555556,1,0.972222222222222,1,0.944444444444444,"0","0"
"519606054",488.277777777778,501.916666666667,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"527733219",631.5,573.591549295775,0,0.0555555555555556,0.0138888888888889,0.0138888888888889,1,0.944444444444444,0.986111111111111,0.986111111111111,"0","0"
"530291209",622,605.411764705882,0.0277777777777778,0.0555555555555556,0.0555555555555556,0.0138888888888889,0.972222222222222,0.944444444444444,0.944444444444444,0.986111111111111,"0","0"
"532606437",663.722222222222,661.086956521739,0,0.0277777777777778,0.0416666666666667,0.0277777777777778,1,0.972222222222222,0.958333333333333,0.972222222222222,"0","0"
"547892802",453.09375,507.424242424242,0.111111111111111,0.277777777777778,0.0833333333333333,0.263888888888889,0.888888888888889,0.722222222222222,0.916666666666667,0.736111111111111,"0","0"
"563557643",548.714285714286,527.708333333333,0.0277777777777778,0.0555555555555556,0,0.0138888888888889,0.972222222222222,0.944444444444444,1,0.986111111111111,"0","0"
"567758599",485.083333333333,513.25,0,0,0,0,1,1,1,1,"0","0"
"570136388",555.833333333333,553.416666666667,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"573410707",570.083333333333,555.402777777778,0,0.0277777777777778,0,0.0416666666666667,1,0.972222222222222,1,0.958333333333333,"0","0"
"583685885",452.777777777778,466.847222222222,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"586636581",523.666666666667,527.041666666667,0,0,0,0,1,1,1,1,"0","0"
"594205485",519.257142857143,508.071428571429,0.0277777777777778,0.0555555555555556,0.0277777777777778,0.0416666666666667,0.972222222222222,0.944444444444444,0.972222222222222,0.958333333333333,"0","0"
"594357469",345.111111111111,349.277777777778,0,0,0,0.0555555555555556,1,1,1,0.944444444444444,"0","0"
"597584655",425.166666666667,419.541666666667,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"606298920",545,552.014285714286,0,0.0833333333333333,0.0277777777777778,0,1,0.916666666666667,0.972222222222222,1,"0","0"
"608621408",481.942857142857,503.5,0.0277777777777778,0.0277777777777778,0,0.0138888888888889,0.972222222222222,0.972222222222222,1,0.986111111111111,"0","0"
"614313300",448.388888888889,427.5,0,0.0833333333333333,0,0.0138888888888889,1,0.916666666666667,1,0.986111111111111,"0","0"
"615261843",539.666666666667,525.671428571429,0,0.0277777777777778,0.0277777777777778,0,1,0.972222222222222,0.972222222222222,1,"0","0"
"619168903",545.055555555556,523.486111111111,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"623261152",546.638888888889,510.75,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"624351029",499.916666666667,509.676056338028,0,0.111111111111111,0.0138888888888889,0.0416666666666667,1,0.888888888888889,0.986111111111111,0.958333333333333,"0","0"
"632988085",397.055555555556,379.180555555556,0,0,0,0.0555555555555556,1,1,1,0.944444444444444,"0","0"
"634634427",556.861111111111,542.5,0,0.0555555555555556,0,0,1,0.944444444444444,1,1,"0","0"
"635417047",556.323529411765,567.333333333333,0.0555555555555556,0.0277777777777778,0,0.0138888888888889,0.944444444444444,0.972222222222222,1,0.986111111111111,"0","0"
"639144618",587.277777777778,592.722222222222,0,0.138888888888889,0,0.0416666666666667,1,0.861111111111111,1,0.958333333333333,"0","0"
"639147148",523.611111111111,518.25,0,0.0555555555555556,0.0555555555555556,0.111111111111111,1,0.944444444444444,0.944444444444444,0.888888888888889,"0","0"
"656343746",477.805555555556,478.791666666667,0,0.0277777777777778,0,0.0416666666666667,1,0.972222222222222,1,0.958333333333333,"0","0"
"666808921",503.314285714286,502.492957746479,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.0416666666666667,0.972222222222222,0.972222222222222,0.986111111111111,0.958333333333333,"0","0"
"670961462",544.083333333333,527.542857142857,0,0.138888888888889,0.0277777777777778,0.0277777777777778,1,0.861111111111111,0.972222222222222,0.972222222222222,"0","0"
"675669781",638.694444444444,604.138888888889,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"678486352",570.514285714286,590.791666666667,0.0277777777777778,0.222222222222222,0,0.0833333333333333,0.972222222222222,0.777777777777778,1,0.916666666666667,"0","0"
"681571817",449.277777777778,465.097222222222,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"691417377",400.25,402.138888888889,0,0.0833333333333333,0,0.0833333333333333,1,0.916666666666667,1,0.916666666666667,"0","0"
"703257067",485.8,452.43661971831,0.0277777777777778,0.0555555555555556,0.0138888888888889,0,0.972222222222222,0.944444444444444,0.986111111111111,1,"0","0"
"713985884",599.111111111111,556.847222222222,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"729020513",555.194444444444,554.972222222222,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"737053816",543.235294117647,551.014084507042,0.0555555555555556,0.0277777777777778,0.0138888888888889,0.0138888888888889,0.944444444444444,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"751887419",436.694444444444,431.763888888889,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"754514323",434.972222222222,434.416666666667,0,0.0555555555555556,0,0.0416666666666667,1,0.944444444444444,1,0.958333333333333,"0","0"
"757458211",554.527777777778,579.408450704225,0,0.0833333333333333,0.0138888888888889,0.0555555555555556,1,0.916666666666667,0.986111111111111,0.944444444444444,"0","0"
"763359918",493.416666666667,479.75,0,0.0833333333333333,0,0.0416666666666667,1,0.916666666666667,1,0.958333333333333,"0","0"
"765168390",545.361111111111,542.027777777778,0,0.0277777777777778,0,0.0972222222222222,1,0.972222222222222,1,0.902777777777778,"0","0"
"770429983",609.228571428571,614.805555555556,0.0277777777777778,0,0,0,0.972222222222222,1,1,1,"0","0"
"775381059",447.416666666667,447.430555555556,0,0,0,0,1,1,1,1,"0","0"
"782470274",494.888888888889,493.555555555556,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"793170753",384.861111111111,391.180555555556,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"812480286",566.833333333333,551.271428571429,0,0.0277777777777778,0.0277777777777778,0,1,0.972222222222222,0.972222222222222,1,"0","0"
"816822146",519.944444444444,523.777777777778,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"820360854",422.885714285714,434.169014084507,0.0277777777777778,0.0555555555555556,0.0138888888888889,0.0555555555555556,0.972222222222222,0.944444444444444,0.986111111111111,0.944444444444444,"0","0"
"841237010",548,561.5,0,0,0,0.0416666666666667,1,1,1,0.958333333333333,"0","0"
"842039882",476.833333333333,511.986111111111,0,0.0555555555555556,0,0.0555555555555556,1,0.944444444444444,1,0.944444444444444,"0","0"
"84880994",440.611111111111,434.847222222222,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"85193349",552.972222222222,502.083333333333,0,0.0555555555555556,0,0.0277777777777778,1,0.944444444444444,1,0.972222222222222,"0","0"
"859133271",512.611111111111,508.763888888889,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"862649335",398.833333333333,406.847222222222,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"882433804",547.666666666667,528.847222222222,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"889721656",442.2,427.277777777778,0.0277777777777778,0.0555555555555556,0,0.0694444444444444,0.972222222222222,0.944444444444444,1,0.930555555555556,"0","0"
"890385805",440.055555555556,440.680555555556,0,0.0555555555555556,0,0.0138888888888889,1,0.944444444444444,1,0.986111111111111,"0","0"
"891945452",466.083333333333,466.541666666667,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"895015911",642.794117647059,632.575757575758,0.0555555555555556,0,0.0833333333333333,0.0277777777777778,0.944444444444444,1,0.916666666666667,0.972222222222222,"0","0"
"898421346",432.972222222222,441.085714285714,0,0,0.0277777777777778,0,1,1,0.972222222222222,1,"0","0"
"900553996",393.5,407.986111111111,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"9057045",517.2,487.901408450704,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.0138888888888889,0.972222222222222,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"906010485",478.771428571429,483.521126760563,0.0277777777777778,0.0277777777777778,0.0138888888888889,0.0416666666666667,0.972222222222222,0.972222222222222,0.986111111111111,0.958333333333333,"0","0"
"906400142",457.222222222222,449.805555555556,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"917223872",435.083333333333,455.013888888889,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"924086109",601.861111111111,630.444444444444,0,0.0277777777777778,0,0.0138888888888889,1,0.972222222222222,1,0.986111111111111,"0","0"
"92760949",620.472222222222,613.464788732394,0,0.0833333333333333,0.0138888888888889,0.0694444444444444,1,0.916666666666667,0.986111111111111,0.930555555555556,"0","0"
"931261899",569.5,551.014084507042,0,0.0555555555555556,0.0138888888888889,0.0277777777777778,1,0.944444444444444,0.986111111111111,0.972222222222222,"0","0"
"93813793",528.828571428571,516.366197183099,0.0277777777777778,0,0.0138888888888889,0.0138888888888889,0.972222222222222,1,0.986111111111111,0.986111111111111,"0","0"
"940535692",410.25,415.732394366197,0,0,0.0138888888888889,0,1,1,0.986111111111111,1,"0","0"
"941832585",569.257142857143,568.859154929577,0.0277777777777778,0.0277777777777778,0.0138888888888889,0,0.972222222222222,0.972222222222222,0.986111111111111,1,"0","0"
"944326576",508.972222222222,487.69014084507,0,0.0277777777777778,0.0138888888888889,0,1,0.972222222222222,0.986111111111111,1,"0","0"
"955658953",581.583333333333,540.169014084507,0,0.0277777777777778,0.0138888888888889,0.0138888888888889,1,0.972222222222222,0.986111111111111,0.986111111111111,"0","0"
"962931406",507.111111111111,468.875,0,0.0555555555555556,0,0,1,0.944444444444444,1,1,"0","0"
"962947493",581.611111111111,548.138888888889,0,0.0277777777777778,0,0.0277777777777778,1,0.972222222222222,1,0.972222222222222,"0","0"
"963825255",421.771428571429,413.652777777778,0.0277777777777778,0,0,0.0138888888888889,0.972222222222222,1,1,0.986111111111111,"0","0"
"966500200",530.055555555556,508.819444444444,0,0.0277777777777778,0,0,1,0.972222222222222,1,1,"0","0"
"966551690",655.485714285714,625.055555555556,0.0277777777777778,0.0555555555555556,0,0.0277777777777778,0.972222222222222,0.944444444444444,1,0.972222222222222,"0","0"
"969593053",430.944444444444,415.069444444444,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"970924693",548.833333333333,545.430555555556,0,0,0,0.0277777777777778,1,1,1,0.972222222222222,"0","0"
"973812824",464.916666666667,478.013888888889,0,0,0,0,1,1,1,1,"0","0"
"990633530",577.861111111111,546.652777777778,0,0,0,0,1,1,1,1,"0","0"
"991397328",495.388888888889,457.666666666667,0,0,0,0.0138888888888889,1,1,1,0.986111111111111,"0","0"
"998337747",560.444444444444,543.847222222222,0,0.111111111111111,0,0.0972222222222222,1,0.888888888888889,1,0.902777777777778,"0","0"
