".id","Pre.Liking.Go","Pre.Liking.Nogo","Pre.Liking.Filler","Post.Liking.Go","Post.Liking.Nogo","Post.Liking.Filler","DLiking_Go","DLiking_Nogo","DLiking_Filler"
"103060457",68.1666666666667,78.1666666666667,52.6666666666667,48.6666666666667,79.6666666666667,54.5,-19.5,1.5,1.83333333333334
"114222846",72,66.6666666666667,66.6666666666667,62.5,61.8333333333333,59.3333333333333,-9.5,-4.83333333333334,-7.33333333333334
"117539609",71.8333333333333,83.3333333333333,72.1666666666667,61.5,71.1666666666667,67.5,-10.3333333333333,-12.1666666666667,-4.66666666666667
"119643659",75.3333333333333,77.8333333333333,78.3333333333333,75,71,70,-0.333333333333329,-6.83333333333333,-8.33333333333333
"123983231",90,93.8333333333333,92.3333333333333,97.3333333333333,97,96.5,7.33333333333333,3.16666666666667,4.16666666666667
"131308042",94.5,67.6666666666667,72.1666666666667,86,68.5,72.1666666666667,-8.5,0.833333333333329,0
"132604784",65.8333333333333,73.3333333333333,52.8333333333333,37.5,43.3333333333333,32.8333333333333,-28.3333333333333,-30,-20
"133858743",36.1666666666667,52,59.3333333333333,41.8333333333333,56.5,62,5.66666666666667,4.5,2.66666666666666
"136687546",88.6666666666667,84.5,66.1666666666667,67.1666666666667,41,42.6666666666667,-21.5,-43.5,-23.5
"149381291",82.3333333333333,77.8333333333333,80.6666666666667,70.3333333333333,67,67.3333333333333,-12,-10.8333333333333,-13.3333333333333
"149576779",82.3333333333333,79.3333333333333,84.8333333333333,64.1666666666667,63.1666666666667,64.5,-18.1666666666667,-16.1666666666667,-20.3333333333333
"155873958",92.8333333333333,80.6666666666667,85.3333333333333,91.1666666666667,82.3333333333333,84,-1.66666666666666,1.66666666666666,-1.33333333333333
"160043283",84.8333333333333,71.5,80.8333333333333,75,73.8333333333333,78.3333333333333,-9.83333333333333,2.33333333333333,-2.5
"162945606",61.1666666666667,74.8333333333333,79.5,61.6666666666667,70.3333333333333,74.6666666666667,0.5,-4.5,-4.83333333333333
"18578989",80.8333333333333,76.1666666666667,78.5,74.3333333333333,63.6666666666667,57.8333333333333,-6.5,-12.5,-20.6666666666667
"190661087",69.5,81.6666666666667,69.8333333333333,65.5,78.1666666666667,68.5,-4,-3.5,-1.33333333333333
"193808848",51,62.5,75.6666666666667,55.5,67.1666666666667,66.1666666666667,4.5,4.66666666666667,-9.5
"194153498",84,69,46,71.8333333333333,68.8333333333333,40.8333333333333,-12.1666666666667,-0.166666666666671,-5.16666666666666
"19542589",51.3333333333333,83.8333333333333,78.5,55.3333333333333,80.5,65.1666666666667,4,-3.33333333333333,-13.3333333333333
"197796674",54.3333333333333,88.8333333333333,57,59.3333333333333,94,66.3333333333333,5,5.16666666666667,9.33333333333333
"209134414",41,45.3333333333333,89.6666666666667,45.8333333333333,45,86.3333333333333,4.83333333333334,-0.333333333333336,-3.33333333333334
"209242195",59.8333333333333,61.6666666666667,92.3333333333333,43.5,42.6666666666667,69,-16.3333333333333,-19,-23.3333333333333
"219513433",97.5,78.5,75.8333333333333,91.1666666666667,75.5,71,-6.33333333333333,-3,-4.83333333333333
"231332048",81.6666666666667,83.6666666666667,77.1666666666667,73.1666666666667,80.1666666666667,72.1666666666667,-8.5,-3.5,-5
"239671458",70.6666666666667,70.8333333333333,62.1666666666667,69.8333333333333,70.6666666666667,55.8333333333333,-0.833333333333343,-0.166666666666657,-6.33333333333333
"260781576",79.6666666666667,87,89.1666666666667,76,83.6666666666667,98.1666666666667,-3.66666666666667,-3.33333333333333,9
"264515770",83.3333333333333,84.6666666666667,86.5,82,84.3333333333333,91.3333333333333,-1.33333333333333,-0.333333333333343,4.83333333333333
"265335157",55,76,66,52.6666666666667,71.5,57,-2.33333333333334,-4.5,-9
"267950350",46.3333333333333,86.8333333333333,66.8333333333333,37,93.6666666666667,72.3333333333333,-9.33333333333334,6.83333333333334,5.5
"273401356",81.1666666666667,72.3333333333333,81.5,74,53.1666666666667,69,-7.16666666666667,-19.1666666666667,-12.5
"273550662",76.6666666666667,97,69.1666666666667,77.8333333333333,93.6666666666667,81,1.16666666666666,-3.33333333333333,11.8333333333333
"285514818",76.5,72.6666666666667,82.5,73.5,72.8333333333333,75.1666666666667,-3,0.166666666666657,-7.33333333333333
"29646738",64.6666666666667,91.8333333333333,66.3333333333333,52.1666666666667,84.1666666666667,52.8333333333333,-12.5,-7.66666666666666,-13.5
"296767285",55,62.8333333333333,65.6666666666667,55.1666666666667,53.5,61.3333333333333,0.166666666666664,-9.33333333333334,-4.33333333333334
"300152087",68.6666666666667,60,63.8333333333333,50,45.3333333333333,48,-18.6666666666667,-14.6666666666667,-15.8333333333333
"308023524",49.3333333333333,69.1666666666667,75.5,49.8333333333333,65,72.1666666666667,0.5,-4.16666666666667,-3.33333333333333
"310026331",62.1666666666667,69.3333333333333,63.3333333333333,68,75.6666666666667,59,5.83333333333334,6.33333333333334,-4.33333333333334
"318095401",96.6666666666667,77,66.6666666666667,93,78.5,67.5,-3.66666666666667,1.5,0.833333333333329
"318642411",79.1666666666667,90.3333333333333,64.5,83,73,60.5,3.83333333333333,-17.3333333333333,-4
"32443503",43.3333333333333,45,52,46.1666666666667,56,50,2.83333333333333,11,-2
"330258395",60.8333333333333,59.6666666666667,64.6666666666667,55.8333333333333,57.3333333333333,63.6666666666667,-5,-2.33333333333333,-1.00000000000001
"337086499",93,62.3333333333333,66.3333333333333,92.8333333333333,52,75.1666666666667,-0.166666666666671,-10.3333333333333,8.83333333333334
"3396577",65.5,79.5,57.8333333333333,67.6666666666667,71.6666666666667,58.1666666666667,2.16666666666667,-7.83333333333333,0.333333333333329
"339903871",76,85.3333333333333,66.6666666666667,72.8333333333333,76.1666666666667,71.8333333333333,-3.16666666666667,-9.16666666666666,5.16666666666666
"355787998",71,62,40.8333333333333,55,62.3333333333333,44.3333333333333,-16,0.333333333333336,3.5
"364159032",72,92.3333333333333,35,77.5,91.6666666666667,36.1666666666667,5.5,-0.666666666666657,1.16666666666666
"371106669",100,98.8333333333333,80,100,100,81.1666666666667,0,1.16666666666667,1.16666666666667
"371613056",49.5,60.3333333333333,53,54,55.8333333333333,51,4.5,-4.5,-2
"376859325",71.1666666666667,71.6666666666667,74.8333333333333,57.1666666666667,58,60.6666666666667,-14,-13.6666666666667,-14.1666666666667
"385788325",78.6666666666667,86.1666666666667,89.6666666666667,71.1666666666667,74.6666666666667,77.1666666666667,-7.5,-11.5,-12.5
"387712268",85.5,82.5,95.6666666666667,100,85.1666666666667,93.5,14.5,2.66666666666667,-2.16666666666667
"391300338",66.3333333333333,85.6666666666667,70.6666666666667,78.5,79.1666666666667,75.1666666666667,12.1666666666667,-6.5,4.5
"392516957",64,55.8333333333333,71.8333333333333,56,36.8333333333333,78.8333333333333,-8,-19,7
"406582561",40.3333333333333,63.3333333333333,55.6666666666667,44.1666666666667,68.8333333333333,56.3333333333333,3.83333333333333,5.49999999999999,0.666666666666671
"409714317",84.6666666666667,94.6666666666667,71.1666666666667,88.8333333333333,95,69,4.16666666666666,0.333333333333329,-2.16666666666667
"410712011",75,77.8333333333333,69,75,76.8333333333333,78.5,0,-1,9.5
"412896337",51.6666666666667,54.6666666666667,56.3333333333333,50.1666666666667,49.6666666666667,58.8333333333333,-1.5,-5,2.5
"415133794",77.3333333333333,84,92,71.1666666666667,81.1666666666667,83,-6.16666666666666,-2.83333333333333,-9
"427549586",93.6666666666667,88.5,96.3333333333333,95.8333333333333,94.3333333333333,96.5,2.16666666666666,5.83333333333333,0.166666666666671
"437338224",73.8333333333333,77.8333333333333,82.6666666666667,68.1666666666667,74.3333333333333,77.3333333333333,-5.66666666666666,-3.5,-5.33333333333334
"451279190",73.8333333333333,57.8333333333333,88,83.3333333333333,56.1666666666667,80.8333333333333,9.5,-1.66666666666667,-7.16666666666667
"455586095",60.8333333333333,74,67.5,64.3333333333333,79.1666666666667,75.8333333333333,3.49999999999999,5.16666666666667,8.33333333333333
"457464879",74,70.5,69.1666666666667,77.6666666666667,65.1666666666667,62,3.66666666666667,-5.33333333333333,-7.16666666666667
"470240193",69.8333333333333,55,60.5,59.8333333333333,52,57.8333333333333,-9.99999999999999,-3,-2.66666666666666
"472137756",65.3333333333333,50.8333333333333,55.6666666666667,57.1666666666667,47.3333333333333,55.8333333333333,-8.16666666666666,-3.5,0.166666666666671
"477575605",47.8333333333333,75.5,41,50.6666666666667,78.5,37.5,2.83333333333333,3,-3.5
"48046731",75.1666666666667,77.5,83.6666666666667,74,74.6666666666667,79.6666666666667,-1.16666666666667,-2.83333333333333,-4
"481148291",37.1666666666667,33.8333333333333,34.8333333333333,48.3333333333333,17.1666666666667,27.8333333333333,11.1666666666667,-16.6666666666667,-7
"488296594",81.3333333333333,77.6666666666667,58,75,61.6666666666667,60,-6.33333333333333,-16,2
"489074407",58.8333333333333,68.3333333333333,51.5,61.8333333333333,63.1666666666667,43.8333333333333,3,-5.16666666666666,-7.66666666666666
"492541067",77.3333333333333,87.1666666666667,71.5,63.1666666666667,77.3333333333333,58.6666666666667,-14.1666666666667,-9.83333333333334,-12.8333333333333
"496063152",75.8333333333333,57.3333333333333,76.6666666666667,78,50.1666666666667,70,2.16666666666667,-7.16666666666667,-6.66666666666667
"498111995",91,63,49.1666666666667,79.3333333333333,61.6666666666667,50,-11.6666666666667,-1.33333333333334,0.833333333333336
"502726958",65.1666666666667,67,73.3333333333333,68,69.1666666666667,77.8333333333333,2.83333333333333,2.16666666666667,4.5
"505736001",56.5,67.1666666666667,56.8333333333333,48.1666666666667,56.8333333333333,49,-8.33333333333334,-10.3333333333333,-7.83333333333334
"508199875",50.1666666666667,58.1666666666667,51.5,51,58,56.3333333333333,0.833333333333336,-0.166666666666664,4.83333333333334
"5147937",49.8333333333333,41.8333333333333,46.8333333333333,51.8333333333333,39.8333333333333,47.3333333333333,2,-2,0.5
"515800984",67.3333333333333,68,76.5,70.1666666666667,63.8333333333333,73,2.83333333333334,-4.16666666666666,-3.5
"519606054",47.6666666666667,51.3333333333333,53.5,55.6666666666667,48.8333333333333,61.5,8,-2.5,8
"527733219",67.6666666666667,66.1666666666667,76,61.1666666666667,54,58.1666666666667,-6.50000000000001,-12.1666666666667,-17.8333333333333
"530291209",57.8333333333333,58.5,45,56,59.6666666666667,43.6666666666667,-1.83333333333334,1.16666666666666,-1.33333333333334
"532606437",53.6666666666667,89.6666666666667,81,39,84.6666666666667,68,-14.6666666666667,-5,-13
"547892802",69.8333333333333,89.5,89.5,71.8333333333333,92.3333333333333,88,2,2.83333333333333,-1.5
"563557643",59.8333333333333,68.1666666666667,88.8333333333333,80.3333333333333,63,99.8333333333333,20.5,-5.16666666666667,11
"567758599",69.8333333333333,60.6666666666667,40.6666666666667,78.6666666666667,52.5,33.8333333333333,8.83333333333334,-8.16666666666666,-6.83333333333333
"570136388",61,77.1666666666667,74,55.6666666666667,73.8333333333333,75.3333333333333,-5.33333333333334,-3.33333333333334,1.33333333333333
"573410707",53.5,61.6666666666667,75.3333333333333,45.5,56.5,64.8333333333333,-8,-5.16666666666666,-10.5
"583685885",87.3333333333333,82.1666666666667,71.1666666666667,87.3333333333333,77.3333333333333,58.6666666666667,0,-4.83333333333334,-12.5
"586636581",79.1666666666667,81,81.3333333333333,81.6666666666667,80.6666666666667,81.8333333333333,2.5,-0.333333333333329,0.5
"594205485",76.6666666666667,43.1666666666667,44.6666666666667,71,44.3333333333333,46.3333333333333,-5.66666666666667,1.16666666666667,1.66666666666667
"594357469",85,95,90,80.6666666666667,94.8333333333333,77.8333333333333,-4.33333333333333,-0.166666666666671,-12.1666666666667
"597584655",72.6666666666667,80.8333333333333,69,72.5,77.6666666666667,62.6666666666667,-0.166666666666671,-3.16666666666666,-6.33333333333334
"606298920",80.8333333333333,87.3333333333333,96.8333333333333,87.5,92.5,100,6.66666666666667,5.16666666666667,3.16666666666667
"608621408",36.8333333333333,53,58,33.3333333333333,51.6666666666667,62.5,-3.5,-1.33333333333334,4.5
"614313300",58.3333333333333,63.5,63.3333333333333,73.8333333333333,66.5,62,15.5,3,-1.33333333333334
"615261843",48,77.6666666666667,95.6666666666667,54.8333333333333,82.5,96.5,6.83333333333334,4.83333333333333,0.833333333333329
"619168903",92.5,100,85.5,90,90.1666666666667,94.8333333333333,-2.5,-9.83333333333333,9.33333333333333
"623261152",31.1666666666667,41.3333333333333,45.8333333333333,42.8333333333333,39.5,49.8333333333333,11.6666666666667,-1.83333333333334,4
"624351029",83.8333333333333,59.8333333333333,83.3333333333333,52.8333333333333,47.3333333333333,83.3333333333333,-31,-12.5,0
"632988085",82.8333333333333,79,54,84.5,76.3333333333333,38,1.66666666666667,-2.66666666666667,-16
"634634427",40.5,54.6666666666667,53.5,53,56,52.8333333333333,12.5,1.33333333333334,-0.666666666666664
"635417047",64.1666666666667,77.1666666666667,56.6666666666667,64.1666666666667,74,58,0,-3.16666666666667,1.33333333333334
"639144618",29,35,55,32.3333333333333,34,61.5,3.33333333333334,-1,6.5
"639147148",73.8333333333333,67.8333333333333,56.1666666666667,85.6666666666667,80,70.1666666666667,11.8333333333333,12.1666666666667,14
"656343746",99.8333333333333,86.3333333333333,86.1666666666667,99.5,87,84.3333333333333,-0.333333333333329,0.666666666666671,-1.83333333333334
"666808921",79.8333333333333,72.1666666666667,64.5,79.8333333333333,74,66,0,1.83333333333333,1.5
"670961462",97.1666666666667,71.3333333333333,88.6666666666667,97.1666666666667,54.8333333333333,81.1666666666667,0,-16.5,-7.5
"675669781",71.5,80.1666666666667,77.3333333333333,57.3333333333333,73.1666666666667,64.6666666666667,-14.1666666666667,-7,-12.6666666666667
"678486352",59.1666666666667,79.3333333333333,83.6666666666667,77.1666666666667,88.8333333333333,95.5,18,9.5,11.8333333333333
"681571817",99.8333333333333,93.1666666666667,96.1666666666667,96,91.5,96,-3.83333333333333,-1.66666666666667,-0.166666666666671
"691417377",76.1666666666667,72.6666666666667,82.1666666666667,61.8333333333333,74.5,83.5,-14.3333333333333,1.83333333333333,1.33333333333333
"703257067",82.5,88.8333333333333,79.8333333333333,77.6666666666667,88,78.6666666666667,-4.83333333333333,-0.833333333333329,-1.16666666666666
"713985884",80.3333333333333,70.3333333333333,58.5,66.5,27.3333333333333,52.5,-13.8333333333333,-43,-6
"729020513",81.8333333333333,98.3333333333333,100,78.5,93.8333333333333,99.8333333333333,-3.33333333333333,-4.5,-0.166666666666671
"737053816",64.5,77,71.3333333333333,53.1666666666667,64,58.6666666666667,-11.3333333333333,-13,-12.6666666666667
"751887419",57.1666666666667,71,74.1666666666667,48.5,65.1666666666667,60.1666666666667,-8.66666666666666,-5.83333333333333,-14
"754514323",72,72.8333333333333,67.1666666666667,75,78.3333333333333,75.5,3,5.5,8.33333333333333
"757458211",51,79.5,76.6666666666667,47,71.5,65,-4,-8,-11.6666666666667
"763359918",71.1666666666667,68.8333333333333,78.5,60.3333333333333,55.8333333333333,60.8333333333333,-10.8333333333333,-13,-17.6666666666667
"765168390",78.8333333333333,80.6666666666667,84.6666666666667,77.8333333333333,80.3333333333333,88.1666666666667,-1,-0.333333333333343,3.5
"770429983",87,94.1666666666667,85.3333333333333,47.1666666666667,69.5,44,-39.8333333333333,-24.6666666666667,-41.3333333333333
"775381059",91,96.8333333333333,100,85,88.3333333333333,94.8333333333333,-6,-8.5,-5.16666666666667
"782470274",51.6666666666667,84.8333333333333,79.8333333333333,51.6666666666667,75,78.5,0,-9.83333333333333,-1.33333333333333
"793170753",83,54,58.6666666666667,85.3333333333333,47.3333333333333,62.1666666666667,2.33333333333333,-6.66666666666666,3.5
"812480286",77.5,53,60.1666666666667,74.8333333333333,56,62.3333333333333,-2.66666666666667,3,2.16666666666667
"816822146",34.1666666666667,59.3333333333333,63.5,29.3333333333333,60.8333333333333,63.8333333333333,-4.83333333333333,1.5,0.333333333333336
"820360854",79.5,78.3333333333333,78.8333333333333,80,70.1666666666667,85.5,0.5,-8.16666666666666,6.66666666666667
"841237010",94.1666666666667,97.8333333333333,86.1666666666667,92.8333333333333,94.6666666666667,79.8333333333333,-1.33333333333334,-3.16666666666666,-6.33333333333334
"842039882",69.8333333333333,85.1666666666667,61.6666666666667,70.6666666666667,80.6666666666667,74.3333333333333,0.833333333333343,-4.5,12.6666666666667
"84880994",75,80.5,85.6666666666667,78.6666666666667,90.6666666666667,95,3.66666666666667,10.1666666666667,9.33333333333333
"85193349",96,100,90.8333333333333,65.3333333333333,81.6666666666667,92.6666666666667,-30.6666666666667,-18.3333333333333,1.83333333333334
"859133271",89.3333333333333,87.8333333333333,80,93.3333333333333,91.5,82.6666666666667,4,3.66666666666667,2.66666666666667
"862649335",84.6666666666667,64.8333333333333,67.1666666666667,78.8333333333333,63.3333333333333,79.1666666666667,-5.83333333333334,-1.49999999999999,12
"882433804",71.8333333333333,95.3333333333333,73.5,62.6666666666667,90.1666666666667,67.6666666666667,-9.16666666666666,-5.16666666666666,-5.83333333333333
"889721656",59.3333333333333,59.3333333333333,67.5,50.1666666666667,57.1666666666667,66,-9.16666666666667,-2.16666666666667,-1.5
"890385805",50.8333333333333,49,69,46.3333333333333,48.1666666666667,66.8333333333333,-4.5,-0.833333333333336,-2.16666666666667
"891945452",77.6666666666667,81.8333333333333,78.6666666666667,70.5,52.1666666666667,73.6666666666667,-7.16666666666667,-29.6666666666667,-5
"895015911",24.8333333333333,43,49.6666666666667,33.8333333333333,45.1666666666667,48.6666666666667,9,2.16666666666666,-1
"898421346",92.3333333333333,92.6666666666667,89.5,90,84.6666666666667,76.3333333333333,-2.33333333333333,-8,-13.1666666666667
"900553996",57.3333333333333,85.5,56.6666666666667,47,78.8333333333333,62.1666666666667,-10.3333333333333,-6.66666666666667,5.5
"9057045",63.3333333333333,75,62.1666666666667,73.5,89.1666666666667,70.1666666666667,10.1666666666667,14.1666666666667,8.00000000000001
"906010485",93.5,79.1666666666667,85.5,82.8333333333333,83.5,86,-10.6666666666667,4.33333333333333,0.5
"906400142",52.8333333333333,67.5,76,56.8333333333333,78.3333333333333,85.8333333333333,4,10.8333333333333,9.83333333333333
"917223872",75.5,38.6666666666667,67.5,73.3333333333333,33,70.6666666666667,-2.16666666666667,-5.66666666666666,3.16666666666667
"924086109",83.1666666666667,72.8333333333333,94.3333333333333,82.1666666666667,72.3333333333333,89.8333333333333,-1,-0.5,-4.5
"92760949",90,100,86.5,27.5,50.3333333333333,57.3333333333333,-62.5,-49.6666666666667,-29.1666666666667
"931261899",94.6666666666667,82.5,79.3333333333333,91.3333333333333,82.8333333333333,83.6666666666667,-3.33333333333334,0.333333333333329,4.33333333333334
"93813793",82.8333333333333,55.8333333333333,52.5,66.3333333333333,65,52.1666666666667,-16.5,9.16666666666666,-0.333333333333336
"940535692",54.5,55.3333333333333,58.5,66.3333333333333,52.6666666666667,50.1666666666667,11.8333333333333,-2.66666666666667,-8.33333333333334
"941832585",22,20,47.6666666666667,30.3333333333333,35,63.3333333333333,8.33333333333333,15,15.6666666666667
"944326576",78,63.6666666666667,76.3333333333333,81.6666666666667,68.6666666666667,74.3333333333333,3.66666666666667,5.00000000000001,-2
"955658953",70.5,90.8333333333333,86.5,72.8333333333333,86.6666666666667,82.5,2.33333333333333,-4.16666666666666,-4
"962931406",65.3333333333333,88.6666666666667,57.3333333333333,62,92.8333333333333,48.3333333333333,-3.33333333333333,4.16666666666666,-9
"962947493",95.8333333333333,75.5,94.1666666666667,100,72.1666666666667,96,4.16666666666667,-3.33333333333333,1.83333333333333
"963825255",78.1666666666667,81.1666666666667,61,73.3333333333333,74.6666666666667,63.6666666666667,-4.83333333333334,-6.5,2.66666666666666
"966500200",76.1666666666667,81,85.6666666666667,79.8333333333333,83.1666666666667,88.8333333333333,3.66666666666666,2.16666666666667,3.16666666666666
"966551690",97.6666666666667,98.8333333333333,98.5,99.8333333333333,97.8333333333333,100,2.16666666666666,-1,1.5
"969593053",78,69.5,56.8333333333333,79.5,75,69.5,1.5,5.5,12.6666666666667
"970924693",71.5,59.8333333333333,73.1666666666667,64.8333333333333,35.6666666666667,59,-6.66666666666667,-24.1666666666667,-14.1666666666667
"973812824",70,63.1666666666667,75.3333333333333,70,64.6666666666667,73.1666666666667,0,1.50000000000001,-2.16666666666666
"990633530",53,49.8333333333333,49,47.1666666666667,43.5,44.8333333333333,-5.83333333333334,-6.33333333333334,-4.16666666666666
"991397328",69.3333333333333,82,68.1666666666667,71.5,78.1666666666667,73.3333333333333,2.16666666666667,-3.83333333333333,5.16666666666666
"998337747",55.6666666666667,60,83.1666666666667,48.1666666666667,50,63.8333333333333,-7.5,-10,-19.3333333333333
